UID,Language,City,Age,Gender,Sport,Interests,Motivation,TimeSpent,Quiz,News,Blogs,Video,Audio,Pictures,Logs,Points,ShareContent,Quizzes,Reward,DropOff,Engagement,TotalScore,HighEngage,FootballEnthu,RewardSeek,PollEnthu
UID1000,Telugu,Kochi,38,Male,Hockey,Creativity,Performance-Driven,308,Yes,Yes,Yes,Yes,No,Yes,2,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID1001,Tamil,Delhi,29,Female,Golf,Flexibility,Performance-Driven,140,No,Yes,No,Yes,Yes,No,3,0,10,7,8,5,Low,30,No,No,No,Yes
UID1002,Malyalam,Hyderabad,35,Male,Hockey,Flexibility,Goal-Oriented,149,No,Yes,Yes,No,No,Yes,7,5,10,7,8,5,High,35,No,No,No,Yes
UID1003,Telugu,Delhi,21,Female,Golf,Individual,Competitive-Spirit,39,No,No,No,Yes,No,Yes,2,0,10,7,8,5,Low,30,No,No,No,Yes
UID1004,Malyalam,Kochi,44,Female,Tennis,Flexibility,Competitive-Spirit,233,No,Yes,Yes,Yes,No,Yes,5,5,10,7,8,5,Medium,35,Yes,No,Yes,Yes
UID1005,Malyalam,Mumbai,33,Female,Football,Individual,Goal-Oriented,55,No,Yes,No,Yes,No,No,0,0,0,0,0,-5,Low,-5,No,No,No,No
UID1006,Telugu,Hyderabad,35,Male,Cricket,Individual,Goal-Oriented,188,No,Yes,No,Yes,No,Yes,1,0,10,7,8,5,Low,30,No,No,No,Yes
UID1007,Telugu,Mumbai,44,Female,Tennis,Creativity,Performance-Driven,259,No,Yes,Yes,Yes,Yes,No,6,5,10,7,8,5,High,35,Yes,No,Yes,Yes
UID1008,Tamil,Delhi,22,Female,Hockey,Individual,Competitive-Spirit,261,Yes,No,Yes,No,Yes,No,3,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID1009,Telugu,Kochi,41,Male,Cricket,Flexibility,Goal-Oriented,304,Yes,No,No,Yes,No,No,3,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID1010,Tamil,Hyderabad,49,Male,Football,Creativity,Competitive-Spirit,169,Yes,No,No,No,Yes,No,2,0,10,7,8,5,Low,30,No,No,No,Yes
UID1011,Malyalam,Kochi,21,Male,Hockey,Creativity,Goal-Oriented,174,No,Yes,No,Yes,No,No,0,0,0,0,0,-5,Low,-5,No,No,No,No
UID1012,Hindi,Hyderabad,25,Male,Tennis,Flexibility,Performance-Driven,252,Yes,Yes,Yes,Yes,No,No,6,5,10,7,8,5,High,35,Yes,No,Yes,Yes
UID1013,Hindi,Delhi,27,Female,Football,Flexibility,Goal-Oriented,243,Yes,No,Yes,No,No,Yes,5,5,10,7,8,5,Medium,35,Yes,Yes,Yes,Yes
UID1014,Hindi,Chennai,41,Female,Golf,Creativity,Performance-Driven,88,No,No,Yes,No,Yes,Yes,2,0,10,7,8,5,Low,30,No,No,No,Yes
UID1015,Malyalam,Delhi,40,Male,Golf,Individual,Goal-Oriented,114,No,Yes,No,No,Yes,Yes,3,0,10,7,8,5,Low,30,No,No,No,Yes
UID1016,Hindi,Kochi,35,Male,Cricket,Individual,Competitive-Spirit,349,No,Yes,No,No,No,Yes,0,0,0,0,0,-5,Low,-5,No,No,No,No
UID1017,Telugu,Kochi,28,Female,Tennis,Flexibility,Competitive-Spirit,131,Yes,No,Yes,No,Yes,No,6,5,10,7,8,5,High,35,No,No,No,Yes
UID1018,English,Delhi,27,Male,Cricket,Creativity,Performance-Driven,299,No,Yes,No,No,No,Yes,5,5,10,7,8,5,Medium,35,Yes,No,Yes,Yes
UID1019,Hindi,Hyderabad,20,Male,Hockey,Creativity,Performance-Driven,37,No,Yes,Yes,Yes,Yes,Yes,5,5,10,7,8,5,Medium,35,No,No,No,Yes
UID1020,Malyalam,Delhi,31,Female,Football,Flexibility,Goal-Oriented,104,Yes,Yes,No,No,No,No,3,0,10,7,8,5,Low,30,No,No,No,Yes
UID1021,Malyalam,Delhi,22,Female,Football,Individual,Performance-Driven,347,Yes,Yes,Yes,No,Yes,No,2,0,10,7,8,5,Low,30,No,Yes,Yes,Yes
UID1022,Telugu,Hyderabad,39,Female,Football,Creativity,Competitive-Spirit,354,No,Yes,No,No,No,No,2,0,10,7,8,5,Low,30,No,Yes,Yes,Yes
UID1023,Telugu,Delhi,25,Female,Cricket,Flexibility,Performance-Driven,153,Yes,Yes,Yes,No,No,No,3,0,10,7,8,5,Low,30,No,No,No,Yes
UID1024,Hindi,Hyderabad,35,Female,Tennis,Creativity,Goal-Oriented,253,No,No,No,No,Yes,No,1,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID1025,Malyalam,Hyderabad,29,Female,Cricket,Creativity,Performance-Driven,111,No,Yes,No,Yes,No,Yes,2,0,10,7,8,5,Low,30,No,No,No,Yes
UID1026,Telugu,Mumbai,32,Female,Hockey,Flexibility,Goal-Oriented,71,No,No,Yes,Yes,Yes,Yes,0,0,0,0,0,-5,Low,-5,No,No,No,No
UID1027,Malyalam,Delhi,39,Male,Tennis,Creativity,Performance-Driven,314,No,Yes,No,No,No,No,4,5,10,7,8,5,Medium,35,Yes,No,Yes,Yes
UID1028,Telugu,Delhi,40,Female,Football,Flexibility,Competitive-Spirit,251,Yes,No,No,No,Yes,Yes,3,0,10,7,8,5,Low,30,No,Yes,Yes,Yes
UID1029,Telugu,Kochi,23,Male,Golf,Flexibility,Competitive-Spirit,229,No,No,Yes,Yes,No,No,3,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID1030,Tamil,Kochi,27,Male,Hockey,Flexibility,Competitive-Spirit,36,Yes,No,Yes,No,No,Yes,5,5,10,7,8,5,Medium,35,No,No,No,Yes
UID1031,Malyalam,Delhi,18,Female,Golf,Individual,Goal-Oriented,273,Yes,No,No,Yes,No,Yes,7,5,10,7,8,5,High,35,Yes,No,Yes,Yes
UID1032,English,Delhi,31,Male,Golf,Creativity,Goal-Oriented,149,Yes,Yes,Yes,Yes,Yes,No,0,0,0,0,0,-5,Low,-5,No,No,No,No
UID1033,English,Delhi,36,Female,Football,Creativity,Competitive-Spirit,206,Yes,Yes,No,Yes,No,Yes,0,0,0,0,0,-5,Low,-5,No,Yes,No,No
UID1034,Tamil,Hyderabad,33,Female,Tennis,Individual,Goal-Oriented,176,No,Yes,No,No,No,Yes,1,0,10,7,8,5,Low,30,No,No,No,Yes
UID1035,Malyalam,Kochi,23,Female,Golf,Flexibility,Competitive-Spirit,170,Yes,No,Yes,No,Yes,Yes,0,0,0,0,0,-5,Low,-5,No,No,No,No
UID1036,Hindi,Kochi,33,Female,Golf,Flexibility,Performance-Driven,243,Yes,Yes,No,Yes,No,Yes,6,5,10,7,8,5,High,35,Yes,No,Yes,Yes
UID1037,Malyalam,Hyderabad,36,Female,Tennis,Individual,Competitive-Spirit,232,Yes,No,No,No,No,No,2,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID1038,Hindi,Mumbai,39,Male,Golf,Creativity,Competitive-Spirit,328,Yes,Yes,No,Yes,Yes,No,1,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID1039,English,Hyderabad,24,Female,Hockey,Individual,Goal-Oriented,295,Yes,Yes,No,No,No,No,4,5,10,7,8,5,Medium,35,Yes,No,Yes,Yes
UID1040,Malyalam,Delhi,45,Female,Football,Individual,Performance-Driven,190,Yes,Yes,No,Yes,Yes,No,4,5,10,7,8,5,Medium,35,No,No,No,Yes
UID1041,Tamil,Delhi,39,Male,Cricket,Creativity,Goal-Oriented,88,No,Yes,Yes,No,No,Yes,6,5,10,7,8,5,High,35,No,No,No,Yes
UID1042,Tamil,Delhi,34,Male,Hockey,Creativity,Goal-Oriented,35,No,No,Yes,No,No,Yes,1,0,10,7,8,5,Low,30,No,No,No,Yes
UID1043,Telugu,Mumbai,43,Male,Cricket,Individual,Performance-Driven,181,No,Yes,No,Yes,Yes,No,3,0,10,7,8,5,Low,30,No,No,No,Yes
UID1044,English,Kochi,44,Male,Football,Creativity,Performance-Driven,345,Yes,No,Yes,Yes,Yes,No,4,5,10,7,8,5,Medium,35,Yes,Yes,Yes,Yes
UID1045,English,Delhi,42,Male,Golf,Flexibility,Performance-Driven,131,Yes,Yes,Yes,No,Yes,Yes,5,5,10,7,8,5,Medium,35,No,No,No,Yes
UID1046,Hindi,Mumbai,49,Female,Golf,Individual,Goal-Oriented,356,Yes,No,Yes,No,No,Yes,5,5,10,7,8,5,Medium,35,Yes,No,Yes,Yes
UID1047,Hindi,Delhi,24,Male,Football,Individual,Competitive-Spirit,109,Yes,Yes,No,Yes,Yes,Yes,2,0,10,7,8,5,Low,30,No,No,No,Yes
UID1048,Telugu,Delhi,36,Male,Golf,Flexibility,Goal-Oriented,289,Yes,Yes,Yes,No,No,Yes,2,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID1049,Tamil,Delhi,32,Male,Football,Flexibility,Goal-Oriented,42,No,No,Yes,Yes,Yes,Yes,5,5,10,7,8,5,Medium,35,No,No,No,Yes
UID1050,Tamil,Hyderabad,29,Female,Hockey,Individual,Goal-Oriented,319,Yes,No,No,No,No,No,3,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID1051,Hindi,Mumbai,28,Male,Golf,Individual,Competitive-Spirit,31,No,Yes,No,Yes,No,Yes,5,5,10,7,8,5,Medium,35,No,No,No,Yes
UID1052,Tamil,Kochi,35,Female,Tennis,Flexibility,Competitive-Spirit,348,Yes,Yes,No,Yes,No,No,6,5,10,7,8,5,High,35,Yes,No,Yes,Yes
UID1053,Hindi,Chennai,49,Male,Football,Creativity,Goal-Oriented,157,Yes,No,No,No,Yes,No,4,5,10,7,8,5,Medium,35,No,No,No,Yes
UID1054,Telugu,Kochi,49,Male,Cricket,Creativity,Competitive-Spirit,319,Yes,Yes,No,No,No,Yes,3,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID1055,English,Delhi,29,Male,Golf,Individual,Performance-Driven,144,Yes,Yes,No,Yes,No,Yes,6,5,10,7,8,5,High,35,No,No,No,Yes
UID1056,English,Mumbai,19,Female,Football,Individual,Competitive-Spirit,233,No,No,Yes,No,No,Yes,5,5,10,7,8,5,Medium,35,Yes,Yes,Yes,Yes
UID1057,English,Delhi,40,Female,Cricket,Individual,Goal-Oriented,276,No,Yes,No,No,No,Yes,5,5,10,7,8,5,Medium,35,Yes,No,Yes,Yes
UID1058,Telugu,Mumbai,33,Female,Football,Creativity,Competitive-Spirit,328,No,Yes,Yes,Yes,No,Yes,2,0,10,7,8,5,Low,30,No,Yes,Yes,Yes
UID1059,Malyalam,Mumbai,21,Male,Cricket,Individual,Goal-Oriented,211,Yes,Yes,Yes,No,Yes,No,5,5,10,7,8,5,Medium,35,Yes,No,Yes,Yes
UID1060,Hindi,Hyderabad,43,Female,Hockey,Flexibility,Competitive-Spirit,139,Yes,Yes,Yes,Yes,No,No,3,0,10,7,8,5,Low,30,No,No,No,Yes
UID1061,Hindi,Chennai,33,Male,Hockey,Flexibility,Performance-Driven,69,Yes,Yes,Yes,Yes,Yes,Yes,6,5,10,7,8,5,High,35,No,No,No,Yes
UID1062,Telugu,Hyderabad,26,Male,Hockey,Creativity,Competitive-Spirit,75,No,Yes,Yes,Yes,No,Yes,0,0,0,0,0,-5,Low,-5,No,No,No,No
UID1063,Telugu,Mumbai,39,Female,Tennis,Flexibility,Performance-Driven,79,Yes,Yes,Yes,Yes,No,Yes,2,0,10,7,8,5,Low,30,No,No,No,Yes
UID1064,Telugu,Kochi,21,Male,Golf,Flexibility,Goal-Oriented,243,Yes,No,Yes,Yes,Yes,No,6,5,10,7,8,5,High,35,Yes,No,Yes,Yes
UID1065,English,Chennai,40,Male,Hockey,Individual,Competitive-Spirit,228,Yes,Yes,Yes,No,No,No,7,5,10,7,8,5,High,35,Yes,No,Yes,Yes
UID1066,Tamil,Mumbai,26,Female,Hockey,Creativity,Goal-Oriented,74,Yes,Yes,No,No,No,Yes,0,0,0,0,0,-5,Low,-5,No,No,No,No
UID1067,Telugu,Chennai,39,Male,Hockey,Flexibility,Performance-Driven,272,No,No,Yes,No,No,No,6,5,10,7,8,5,High,35,Yes,No,Yes,Yes
UID1068,Malyalam,Mumbai,42,Male,Cricket,Creativity,Performance-Driven,346,Yes,No,Yes,Yes,Yes,Yes,2,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID1069,Hindi,Delhi,36,Male,Football,Flexibility,Performance-Driven,190,Yes,Yes,No,No,Yes,Yes,1,0,10,7,8,5,Low,30,No,No,No,Yes
UID1070,Malyalam,Mumbai,40,Female,Tennis,Creativity,Performance-Driven,58,Yes,Yes,Yes,Yes,No,Yes,6,5,10,7,8,5,High,35,No,No,No,Yes
UID1071,Telugu,Chennai,48,Female,Cricket,Flexibility,Performance-Driven,92,Yes,No,Yes,Yes,No,No,7,5,10,7,8,5,High,35,No,No,No,Yes
UID1072,Hindi,Chennai,22,Female,Tennis,Creativity,Goal-Oriented,37,No,Yes,Yes,Yes,Yes,Yes,4,5,10,7,8,5,Medium,35,No,No,No,Yes
UID1073,Tamil,Chennai,47,Female,Golf,Creativity,Competitive-Spirit,56,No,No,No,Yes,Yes,Yes,5,5,10,7,8,5,Medium,35,No,No,No,Yes
UID1074,Tamil,Chennai,22,Male,Cricket,Flexibility,Goal-Oriented,113,No,No,Yes,No,Yes,No,6,5,10,7,8,5,High,35,No,No,No,Yes
UID1075,Telugu,Mumbai,24,Male,Golf,Flexibility,Performance-Driven,57,No,No,No,No,Yes,No,0,0,0,0,0,-5,Low,-5,No,No,No,No
UID1076,Malyalam,Chennai,26,Male,Football,Flexibility,Performance-Driven,31,No,Yes,No,Yes,Yes,Yes,6,5,10,7,8,5,High,35,No,No,No,Yes
UID1077,Telugu,Delhi,39,Female,Football,Creativity,Competitive-Spirit,183,No,Yes,No,No,Yes,Yes,2,0,10,7,8,5,Low,30,No,No,No,Yes
UID1078,Hindi,Hyderabad,18,Male,Tennis,Creativity,Competitive-Spirit,218,Yes,No,No,No,Yes,Yes,0,0,0,0,0,-5,Low,-5,No,No,No,No
UID1079,Hindi,Delhi,24,Male,Golf,Individual,Goal-Oriented,328,No,No,Yes,Yes,No,Yes,4,5,10,7,8,5,Medium,35,Yes,No,Yes,Yes
UID1080,Hindi,Delhi,36,Male,Cricket,Creativity,Performance-Driven,191,No,No,Yes,Yes,No,Yes,6,5,10,7,8,5,High,35,No,No,No,Yes
UID1081,English,Mumbai,18,Male,Tennis,Flexibility,Competitive-Spirit,172,Yes,Yes,No,Yes,No,Yes,7,5,10,7,8,5,High,35,No,No,No,Yes
UID1082,Tamil,Kochi,42,Male,Hockey,Creativity,Competitive-Spirit,137,No,Yes,No,No,Yes,No,4,5,10,7,8,5,Medium,35,No,No,No,Yes
UID1083,Telugu,Kochi,31,Female,Golf,Flexibility,Goal-Oriented,233,No,No,Yes,Yes,Yes,No,4,5,10,7,8,5,Medium,35,Yes,No,Yes,Yes
UID1084,Telugu,Delhi,24,Male,Football,Individual,Goal-Oriented,165,No,Yes,No,No,Yes,No,1,0,10,7,8,5,Low,30,No,No,No,Yes
UID1085,Hindi,Delhi,33,Female,Golf,Flexibility,Performance-Driven,106,Yes,No,No,No,No,Yes,7,5,10,7,8,5,High,35,No,No,No,Yes
UID1086,Malyalam,Delhi,50,Male,Football,Creativity,Performance-Driven,305,No,No,Yes,No,No,No,2,0,10,7,8,5,Low,30,No,Yes,Yes,Yes
UID1087,Malyalam,Kochi,45,Male,Cricket,Flexibility,Goal-Oriented,122,No,Yes,Yes,Yes,No,Yes,3,0,10,7,8,5,Low,30,No,No,No,Yes
UID1088,English,Mumbai,35,Male,Football,Individual,Performance-Driven,108,Yes,No,Yes,No,Yes,No,4,5,10,7,8,5,Medium,35,No,No,No,Yes
UID1089,Telugu,Chennai,22,Female,Football,Individual,Performance-Driven,267,Yes,No,No,No,No,Yes,1,0,10,7,8,5,Low,30,No,Yes,Yes,Yes
UID1090,English,Hyderabad,24,Female,Football,Flexibility,Competitive-Spirit,347,Yes,No,No,No,Yes,No,1,0,10,7,8,5,Low,30,No,Yes,Yes,Yes
UID1091,Hindi,Chennai,44,Female,Golf,Flexibility,Goal-Oriented,201,No,No,No,Yes,No,No,4,5,10,7,8,5,Medium,35,Yes,No,Yes,Yes
UID1092,Malyalam,Chennai,42,Male,Tennis,Individual,Performance-Driven,118,Yes,Yes,No,No,Yes,No,3,0,10,7,8,5,Low,30,No,No,No,Yes
UID1093,Malyalam,Chennai,34,Male,Golf,Flexibility,Performance-Driven,175,No,No,No,No,Yes,No,5,5,10,7,8,5,Medium,35,No,No,No,Yes
UID1094,Malyalam,Hyderabad,36,Male,Hockey,Flexibility,Competitive-Spirit,281,No,Yes,Yes,No,Yes,No,3,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID1095,English,Delhi,34,Male,Football,Flexibility,Goal-Oriented,197,Yes,Yes,Yes,Yes,No,No,7,5,10,7,8,5,High,35,Yes,Yes,Yes,Yes
UID1096,Malyalam,Hyderabad,26,Male,Tennis,Flexibility,Performance-Driven,321,Yes,No,Yes,No,No,No,7,5,10,7,8,5,High,35,Yes,No,Yes,Yes
UID1097,Malyalam,Mumbai,44,Male,Hockey,Flexibility,Performance-Driven,357,Yes,Yes,No,No,Yes,No,3,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID1098,English,Chennai,32,Female,Football,Individual,Competitive-Spirit,230,No,Yes,No,Yes,Yes,Yes,7,5,10,7,8,5,High,35,Yes,Yes,Yes,Yes
UID1099,Malyalam,Chennai,42,Female,Golf,Flexibility,Goal-Oriented,330,Yes,Yes,Yes,Yes,Yes,No,1,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID1100,English,Delhi,21,Female,Golf,Creativity,Goal-Oriented,290,Yes,No,Yes,Yes,Yes,No,2,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID1101,Malyalam,Mumbai,24,Male,Tennis,Individual,Performance-Driven,287,No,Yes,No,No,Yes,No,3,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID1102,English,Chennai,18,Female,Golf,Creativity,Goal-Oriented,249,No,No,Yes,No,Yes,Yes,3,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID1103,Telugu,Chennai,39,Male,Golf,Flexibility,Competitive-Spirit,42,Yes,No,Yes,Yes,Yes,No,6,5,10,7,8,5,High,35,No,No,No,Yes
UID1104,Tamil,Mumbai,49,Female,Golf,Flexibility,Performance-Driven,284,No,Yes,No,Yes,Yes,Yes,3,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID1105,Tamil,Kochi,38,Female,Hockey,Creativity,Goal-Oriented,315,No,No,No,No,Yes,Yes,1,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID1106,Hindi,Mumbai,48,Female,Football,Flexibility,Performance-Driven,189,No,No,No,Yes,Yes,No,1,0,10,7,8,5,Low,30,No,No,No,Yes
UID1107,Hindi,Delhi,20,Male,Football,Individual,Performance-Driven,85,No,No,Yes,No,No,Yes,7,5,10,7,8,5,High,35,No,No,No,Yes
UID1108,Tamil,Kochi,42,Male,Hockey,Creativity,Performance-Driven,285,Yes,No,Yes,No,Yes,No,2,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID1109,Malyalam,Mumbai,50,Male,Football,Individual,Competitive-Spirit,139,Yes,No,Yes,Yes,Yes,Yes,1,0,10,7,8,5,Low,30,No,No,No,Yes
UID1110,English,Mumbai,30,Male,Hockey,Creativity,Competitive-Spirit,225,No,No,No,Yes,Yes,Yes,3,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID1111,English,Kochi,20,Female,Football,Individual,Goal-Oriented,326,No,Yes,Yes,Yes,No,Yes,6,5,10,7,8,5,High,35,Yes,Yes,Yes,Yes
UID1112,Telugu,Mumbai,40,Male,Golf,Individual,Competitive-Spirit,116,Yes,Yes,Yes,Yes,Yes,No,6,5,10,7,8,5,High,35,No,No,No,Yes
UID1113,Malyalam,Delhi,36,Female,Golf,Individual,Competitive-Spirit,80,No,No,No,Yes,No,Yes,6,5,10,7,8,5,High,35,No,No,No,Yes
UID1114,Hindi,Chennai,22,Female,Hockey,Creativity,Goal-Oriented,58,No,No,Yes,No,No,Yes,5,5,10,7,8,5,Medium,35,No,No,No,Yes
UID1115,Tamil,Hyderabad,35,Male,Hockey,Individual,Performance-Driven,131,Yes,Yes,Yes,No,No,No,1,0,10,7,8,5,Low,30,No,No,No,Yes
UID1116,Malyalam,Mumbai,41,Male,Cricket,Flexibility,Goal-Oriented,120,No,No,No,No,Yes,No,1,0,10,7,8,5,Low,30,No,No,No,Yes
UID1117,Hindi,Delhi,38,Male,Cricket,Creativity,Competitive-Spirit,65,No,No,Yes,No,Yes,Yes,6,5,10,7,8,5,High,35,No,No,No,Yes
UID1118,Tamil,Hyderabad,46,Male,Hockey,Flexibility,Goal-Oriented,36,Yes,Yes,No,No,Yes,No,2,0,10,7,8,5,Low,30,No,No,No,Yes
UID1119,Hindi,Hyderabad,40,Male,Cricket,Flexibility,Competitive-Spirit,348,Yes,No,No,No,Yes,No,5,5,10,7,8,5,Medium,35,Yes,No,Yes,Yes
UID1120,Hindi,Kochi,39,Male,Golf,Individual,Performance-Driven,281,Yes,Yes,Yes,Yes,Yes,Yes,1,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID1121,Telugu,Delhi,28,Male,Cricket,Individual,Performance-Driven,232,No,No,No,No,Yes,No,5,5,10,7,8,5,Medium,35,Yes,No,Yes,Yes
UID1122,Telugu,Mumbai,35,Male,Tennis,Flexibility,Goal-Oriented,215,No,Yes,No,Yes,No,No,5,5,10,7,8,5,Medium,35,Yes,No,Yes,Yes
UID1123,Malyalam,Kochi,25,Male,Golf,Creativity,Goal-Oriented,104,Yes,No,No,No,Yes,No,3,0,10,7,8,5,Low,30,No,No,No,Yes
UID1124,Tamil,Hyderabad,47,Female,Hockey,Creativity,Performance-Driven,66,No,Yes,Yes,No,No,Yes,5,5,10,7,8,5,Medium,35,No,No,No,Yes
UID1125,Tamil,Delhi,37,Female,Hockey,Flexibility,Performance-Driven,35,Yes,Yes,Yes,No,No,No,4,5,10,7,8,5,Medium,35,No,No,No,Yes
UID1126,Malyalam,Mumbai,49,Male,Hockey,Creativity,Competitive-Spirit,321,Yes,Yes,No,Yes,Yes,Yes,6,5,10,7,8,5,High,35,Yes,No,Yes,Yes
UID1127,Tamil,Mumbai,22,Male,Golf,Individual,Goal-Oriented,136,No,No,No,Yes,Yes,Yes,2,0,10,7,8,5,Low,30,No,No,No,Yes
UID1128,Hindi,Kochi,50,Female,Tennis,Flexibility,Competitive-Spirit,230,No,No,Yes,No,Yes,No,1,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID1129,English,Hyderabad,32,Female,Tennis,Individual,Performance-Driven,83,No,Yes,No,No,Yes,No,6,5,10,7,8,5,High,35,No,No,No,Yes
UID1130,Hindi,Kochi,49,Female,Football,Individual,Performance-Driven,215,Yes,No,No,No,No,No,3,0,10,7,8,5,Low,30,No,Yes,Yes,Yes
UID1131,Tamil,Hyderabad,20,Female,Hockey,Flexibility,Competitive-Spirit,298,No,Yes,Yes,No,No,No,7,5,10,7,8,5,High,35,Yes,No,Yes,Yes
UID1132,English,Mumbai,21,Female,Hockey,Flexibility,Performance-Driven,40,No,No,No,Yes,Yes,Yes,4,5,10,7,8,5,Medium,35,No,No,No,Yes
UID1133,Hindi,Delhi,24,Female,Hockey,Flexibility,Performance-Driven,360,Yes,No,Yes,No,Yes,Yes,6,5,10,7,8,5,High,35,Yes,No,Yes,Yes
UID1134,Telugu,Mumbai,47,Male,Hockey,Individual,Competitive-Spirit,110,Yes,Yes,Yes,Yes,No,No,5,5,10,7,8,5,Medium,35,No,No,No,Yes
UID1135,Telugu,Hyderabad,47,Male,Golf,Creativity,Competitive-Spirit,321,No,Yes,Yes,No,Yes,Yes,1,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID1136,English,Mumbai,38,Female,Hockey,Individual,Performance-Driven,279,No,Yes,Yes,Yes,Yes,Yes,4,5,10,7,8,5,Medium,35,Yes,No,Yes,Yes
UID1137,Telugu,Mumbai,38,Male,Tennis,Individual,Performance-Driven,296,No,Yes,Yes,No,Yes,No,6,5,10,7,8,5,High,35,Yes,No,Yes,Yes
UID1138,Hindi,Mumbai,30,Female,Cricket,Creativity,Goal-Oriented,243,No,No,Yes,No,No,No,6,5,10,7,8,5,High,35,Yes,No,Yes,Yes
UID1139,Hindi,Delhi,50,Male,Hockey,Creativity,Performance-Driven,157,No,No,Yes,Yes,No,Yes,4,5,10,7,8,5,Medium,35,No,No,No,Yes
UID1140,English,Hyderabad,35,Male,Football,Flexibility,Competitive-Spirit,231,Yes,No,No,No,No,No,5,5,10,7,8,5,Medium,35,Yes,Yes,Yes,Yes
UID1141,Tamil,Delhi,27,Male,Hockey,Flexibility,Goal-Oriented,92,No,Yes,No,No,Yes,Yes,5,5,10,7,8,5,Medium,35,No,No,No,Yes
UID1142,English,Chennai,24,Female,Golf,Individual,Goal-Oriented,72,No,No,Yes,No,No,Yes,2,0,10,7,8,5,Low,30,No,No,No,Yes
UID1143,Hindi,Mumbai,19,Male,Hockey,Creativity,Performance-Driven,219,No,No,Yes,No,Yes,No,2,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID1144,Tamil,Chennai,19,Female,Hockey,Creativity,Goal-Oriented,85,No,Yes,No,No,No,No,1,0,10,7,8,5,Low,30,No,No,No,Yes
UID1145,English,Delhi,49,Female,Golf,Creativity,Goal-Oriented,275,Yes,Yes,No,No,Yes,No,4,5,10,7,8,5,Medium,35,Yes,No,Yes,Yes
UID1146,English,Delhi,45,Male,Football,Creativity,Performance-Driven,140,No,Yes,Yes,No,Yes,Yes,5,5,10,7,8,5,Medium,35,No,No,No,Yes
UID1147,Hindi,Chennai,18,Female,Football,Creativity,Goal-Oriented,154,Yes,No,No,No,Yes,Yes,2,0,10,7,8,5,Low,30,No,No,No,Yes
UID1148,Malyalam,Kochi,27,Male,Golf,Flexibility,Performance-Driven,187,Yes,Yes,No,Yes,Yes,Yes,5,5,10,7,8,5,Medium,35,No,No,No,Yes
UID1149,English,Kochi,22,Female,Football,Individual,Performance-Driven,253,No,Yes,No,Yes,No,Yes,1,0,10,7,8,5,Low,30,No,Yes,Yes,Yes
UID1150,Tamil,Chennai,35,Male,Golf,Individual,Competitive-Spirit,63,Yes,No,No,Yes,No,Yes,1,0,10,7,8,5,Low,30,No,No,No,Yes
UID1151,Hindi,Delhi,21,Female,Football,Individual,Performance-Driven,70,No,Yes,No,No,No,No,4,5,10,7,8,5,Medium,35,No,No,No,Yes
UID1152,Tamil,Delhi,47,Female,Football,Flexibility,Performance-Driven,133,Yes,Yes,Yes,No,Yes,Yes,2,0,10,7,8,5,Low,30,No,No,No,Yes
UID1153,Hindi,Chennai,26,Male,Football,Creativity,Goal-Oriented,92,Yes,Yes,No,Yes,Yes,No,5,5,10,7,8,5,Medium,35,No,No,No,Yes
UID1154,Malyalam,Chennai,36,Male,Hockey,Creativity,Performance-Driven,231,No,No,Yes,No,Yes,No,5,5,10,7,8,5,Medium,35,Yes,No,Yes,Yes
UID1155,Hindi,Hyderabad,20,Female,Golf,Individual,Competitive-Spirit,303,No,Yes,Yes,Yes,Yes,No,4,5,10,7,8,5,Medium,35,Yes,No,Yes,Yes
UID1156,English,Delhi,30,Female,Football,Flexibility,Performance-Driven,186,Yes,Yes,Yes,No,No,No,0,0,0,0,0,-5,Low,-5,No,No,No,No
UID1157,Tamil,Hyderabad,20,Female,Football,Flexibility,Performance-Driven,263,No,No,No,No,No,No,7,5,10,7,8,5,High,35,Yes,Yes,Yes,Yes
UID1158,Malyalam,Kochi,46,Female,Tennis,Individual,Competitive-Spirit,332,No,Yes,No,No,No,Yes,2,0,10,7,8,5,Low,30,No,No,Yes,Yes
